bodyId,type,is_dopaminergic
5812983451,KCa'b'-ap2,0
5812983454,KCab-s,0
5812983455,KCab-m,0
5812983522,PAM07,1
5812983533,PAM11,1
5812983544,KCa'b'-ap2,0
5812983569,KCa'b'-ap2,0
5812983571,KCa'b'-ap1,0
5812983575,KCab-c,0
5812983576,KCab-c,0
5812983578,KCab-c,0
5812983579,KCab-c,0
5812983608,KCab-c,0
5812983645,KCa'b'-ap1,0
5812983646,KCa'b'-ap1,0
5812983657,KCg-m,0
5812983658,KCg-m,0
5812983673,KCg-m,0
5812983745,KCab-c,0
5812983827,PAM08_a,1
5812983837,KCab-p,0
5812983851,KCab-m,0
5812983861,KCab-m,0
5812983866,KCa'b'-m,0
5812983869,KCa'b'-ap2,0
5812983871,KCa'b'-ap2,0
5812983898,KCa'b'-ap2,0
5812983899,KCa'b'-ap2,0
5812983903,KCa'b'-ap1,0
5812984045,KCa'b'-ap2,0
5812987762,KCg-m,0
5812989173,KCg-m,0
5812989588,PAM03,1
5813010617,KCab-p,0
5813011555,KCab-m,0
5813019513,PPL105,1
5813019607,PPL106,1
5813019609,KCab-s,0
5813019763,KCab-s,0
5813019770,KCab-c,0
5813019772,KCab-c,0
5813019774,KCab-c,0
5813019779,KCg-m,0
5813019801,KCg-m,0
5813019917,KCg-m,0
5813019976,PPL104,1
5813019982,KCg-m,0
5813020041,KCa'b'-ap1,0
5813020046,KCa'b'-ap2,0
5813020047,KCa'b'-ap2,0
5813020052,KCa'b'-ap2,0
5813020057,KCa'b'-ap2,0
5813020061,KCa'b'-ap1,0
5813020089,KCg-m,0
5813020132,KCg-m,0
5813020271,KCa'b'-ap2,0
5813020274,KCab-m,0
5813020288,PAM08_b,1
5813020424,PAM12,1
5813020828,MBON18,0
5813020830,KCab-m,0
5813020831,KCab-s,0
5813021016,KCab-c,0
5813021017,KCab-c,0
5813021019,KCab-m,0
5813021023,KCab-c,0
5813021033,KCab-p,0
5813021135,KCab-c,0
5813021174,KCa'b'-m,0
5813021251,KCab-s,0
5813021261,PAM11,1
5813021263,KCab-s,0
5813021273,KCg-m,0
5813021275,KCg-m,0
5813021277,KCab-m,0
5813021289,KCg-m,0
5813021292,KCab-c,0
5813021294,KCg-m,0
5813021296,KCg-m,0
5813021301,KCab-s,0
5813021303,KCab-s,0
5813021304,KCab-s,0
5813021311,KCab-m,0
5813021312,KCab-m,0
5813021313,KCab-m,0
5813021314,KCab-m,0
5813021315,KCab-m,0
5813021316,KCab-c,0
5813021319,KCab-m,0
5813021326,KCab-m,0
5813021332,KCg-m,0
5813021341,KCg-m,0
5813021363,KCg-m,0
5813021379,KCg-m,0
5813021380,KCg-m,0
5813021382,KCg-m,0
5813021386,KCab-s,0
5813021397,KCab-c,0
5813021399,KCab-s,0
5813021400,KCab-m,0
5813021401,KCab-s,0
5813021404,KCab-m,0
5813021411,KCab-c,0
5813021415,KCg-m,0
5813021441,KCab-m,0
5813021446,KCab-c,0
5813021447,KCab-c,0
5813021449,KCab-m,0
5813021452,KCg-m,0
5813021463,KCab-m,0
5813021464,KCab-s,0
5813021465,KCab-m,0
5813021469,KCg-m,0
5813021471,KCab-c,0
5813021642,KCa'b'-m,0
5813021645,KCa'b'-m,0
5813021647,KCab-m,0
5813021659,KCg-m,0
5813021736,KCa'b'-ap2,0
5813021748,KCa'b'-ap2,0
5813021766,KCa'b'-ap2,0
5813021772,KCa'b'-m,0
5813021778,KCa'b'-m,0
5813021779,KCa'b'-ap2,0
5813021781,KCa'b'-ap2,0
5813021786,KCa'b'-m,0
5813021788,KCab-p,0
5813021792,KCa'b'-m,0
5813021799,KCa'b'-ap2,0
5813021805,KCa'b'-ap1,0
5813021806,KCa'b'-ap2,0
5813021808,KCa'b'-ap1,0
5813021809,KCa'b'-ap1,0
5813021812,KCa'b'-ap1,0
5813021822,KCa'b'-ap1,0
5813021832,KCa'b'-m,0
5813021844,PAM08_c,1
5813021848,KCa'b'-ap2,0
5813021856,KCa'b'-ap1,0
5813021865,KCg-m,0
5813021989,KCab-c,0
5813021999,KCab-c,0
5813022037,KCa'b'-ap1,0
5813022042,KCab-c,0
5813022049,KCab-m,0
5813022050,KCab-c,0
5813022054,KCab-m,0
5813022060,KCg-m,0
5813022076,PAM12,1
5813022117,KCa'b'-ap2,0
5813022119,KCg-m,0
5813022133,KCg-m,0
5813022175,KCab-m,0
5813022201,PAM06_a,1
5813022203,KCg-m,0
5813022207,KCg-m,0
5813022210,KCg-m,0
5813022212,KCab-s,0
5813022232,KCg-d,0
5813022234,MBON30,0
5813022239,KCg-d,0
5813022267,KCg-d,0
5813022341,MBON02,0
5813022352,KCg-m,0
5813022404,PAM01_b,1
5813022424,PPL103,1
5813022896,MBON21,0
5813027400,KCg-m,0
5813027460,KCg-m,0
5813027518,PAM15_b,1
5813027584,KCab-m,0
5813027704,KCg-m,0
5813027747,KCab-c,0
5813032245,KCab-c,0
5813032541,KCg-m,0
5813032552,KCg-m,0
5813032554,KCg-d,0
5813032694,KCab-m,0
5813032702,KCab-c,0
5813032734,KCab-m,0
5813032759,KCab-m,0
5813032771,KCg-s2,0
5813032782,KCg-m,0
5813032811,KCa'b'-m,0
5813032813,PAM13,1
5813032868,KCa'b'-ap2,0
5813032874,KCa'b'-ap2,0
5813032876,KCa'b'-ap1,0
5813032887,KCa'b'-ap1,0
5813032896,KCa'b'-ap2,0
5813032900,KCa'b'-ap2,0
5813032943,KCab-p,0
5813032946,KCab-c,0
5813032967,KCg-m,0
5813032997,PAM02,1
5813033000,MBON34,0
5813033009,KCab-s,0
5813033012,KCg-m,0
5813033059,KCg-m,0
5813033065,KCg-m,0
5813033086,KCg-d,0
5813033125,KCg-d,0
5813033127,KCa'b'-ap2,0
5813033144,KCg-m,0
5813033208,KCa'b'-ap2,0
5813033215,PAM01_a,1
5813033226,KCg-m,0
5813033259,KCab-c,0
5813033267,KCab-m,0
5813033277,KCab-m,0
5813035267,KCa'b'-ap1,0
5813035558,KCab-s,0
5813035612,KCg-m,0
5813035613,KCa'b'-ap1,0
5813035700,KCg-d,0
5813040171,KCg-m,0
5813040205,MBON30,0
5813040941,PAM02,1
5813041206,KCg-m,0
5813042616,KCab-m,0
5813042659,MBON22,0
5813047220,KCa'b'-m,0
5813047221,KCa'b'-m,0
5813047662,KCg-m,0
5813047676,KCa'b'-ap2,0
5813047784,PAM05,1
5813047790,KCa'b'-ap1,0
5813048214,PAM06_b,1
5813049834,KCa'b'-ap1,0
5813050765,KCa'b'-ap2,0
5813050818,KCab-m,0
5813050820,KCab-m,0
5813052909,MBON29,0
5813053821,KCg-m,0
5813053878,KCg-m,0
5813053885,KCg-m,0
5813053886,KCg-m,0
5813053888,KCg-m,0
5813053935,KCg-m,0
5813053937,KCg-m,0
5813054085,KCg-m,0
5813054086,KCg-m,0
5813054342,KCab-s,0
5813054343,KCab-s,0
5813054643,KCab-m,0
5813055889,KCab-s,0
5813055914,KCab-s,0
5813055916,KCab-c,0
5813055923,KCg-m,0
5813055924,KCg-m,0
5813056110,KCab-m,0
5813056120,KCg-m,0
5813056121,KCg-m,0
5813056183,KCg-d,0
5813056234,KCab-m,0
5813056299,KCa'b'-m,0
5813056300,KCa'b'-ap2,0
5813056305,KCa'b'-m,0
5813056307,KCa'b'-m,0
5813056309,KCg-m,0
5813056311,KCg-m,0
5813056313,KCa'b'-ap2,0
5813056327,KCa'b'-m,0
5813056355,KCab-s,0
5813056372,KCa'b'-m,0
5813056383,KCg-m,0
5813056390,KCa'b'-ap2,0
5813056395,KCab-m,0
5813056414,KCg-m,0
5813057187,KCab-s,0
5813057191,KCg-m,0
5813057210,KCg-m,0
5813057213,KCab-m,0
5813057227,KCa'b'-m,0
5813057239,KCa'b'-m,0
5813057468,KCg-m,0
5813057573,KCab-c,0
5813057867,KCa'b'-ap1,0
5813057869,KCg-m,0
5813057942,KCa'b'-m,0
5813057947,PAM08_a,1
5813057956,KCg-m,0
5813057959,KCg-d,0
5813058048,MBON29,0
5813058050,PPL102,1
5813058069,KCab-m,0
5813058106,KCab-m,0
5813058163,KCa'b'-ap2,0
5813058215,KCa'b'-ap2,0
5813059951,KCa'b'-ap2,0
5813060614,KCab-s,0
5813060643,KCab-p,0
5813060663,KCg-m,0
5813060774,KCa'b'-ap2,0
5813060776,KCa'b'-ap2,0
5813060798,KCg-m,0
5813060799,KCg-m,0
5813060811,KCg-m,0
5813060812,KCg-m,0
5813060817,PAM12,1
5813061044,KCab-c,0
5813061212,PAM08_e,1
5813061560,PAM08_a,1
5813061597,KCa'b'-ap1,0
5813061625,KCab-m,0
5813061879,PAM14,1
5813061888,KCg-d,0
5813062565,KCa'b'-ap1,0
5813062617,KCg-m,0
5813062631,KCg-m,0
5813062637,KCg-m,0
5813062645,KCg-m,0
5813062830,KCab-c,0
5813062842,KCa'b'-m,0
5813062850,KCab-s,0
5813062862,KCg-m,0
5813063140,KCa'b'-m,0
5813063224,KCa'b'-ap2,0
5813063229,KCab-s,0
5813063280,PAM06_a,1
5813063449,KCab-c,0
5813063527,KCa'b'-m,0
5813064427,KCa'b'-ap1,0
5813064793,KCg-m,0
5813065308,KCab-m,0
5813065443,KCab-s,0
5813067736,KCab-m,0
5813067761,KCab-m,0
5813067765,KCg-m,0
5813067779,KCab-s,0
5813067792,KCg-m,0
5813067793,KCg-m,0
5813067795,KCg-m,0
5813067817,KCg-m,0
5813067826,KCg-d,0
5813067833,KCg-m,0
5813067836,KCab-m,0
5813067858,KCa'b'-ap2,0
5813067869,KCab-m,0
5813068687,KCa'b'-m,0
5813068690,KCa'b'-m,0
5813068692,KCa'b'-ap2,0
5813068729,MBON14,0
5813068743,KCab-s,0
5813068752,KCa'b'-m,0
5813068969,KCg-m,0
5813068984,KCa'b'-ap1,0
5813069096,KCg-m,0
5813069114,KCab-s,0
5813069379,KCa'b'-ap2,0
5813069385,KCa'b'-m,0
5813069792,KCg-m,0
5813069965,PAM05,1
5813069977,PAM08_c,1
5813070270,KCg-d,0
5813070581,KCg-m,0
5813070672,KCg-m,0
5813071348,PPL202,1
5813071406,KCab-m,0
5813075824,PAM09,1
5813075855,KCg-m,0
5813077572,KCg-m,0
5813077575,KCg-d,0
5813077579,KCa'b'-ap2,0
5813077582,KCa'b'-ap2,0
5813077583,KCa'b'-ap2,0
5813077589,KCab-p,0
5813077607,KCg-d,0
5813077610,KCg-m,0
5813077611,KCg-m,0
5813077613,KCg-m,0
5813077616,KCab-s,0
5813078053,KCab-s,0
5813078064,KCa'b'-m,0
5813078179,KCa'b'-ap2,0
5813078323,KCa'b'-ap1,0
5813078499,KCa'b'-m,0
5813078507,KCab-s,0
5813078552,KCab-s,0
5813078679,KCa'b'-ap1,0
5813078684,KCg-d,0
5813079050,KCg-m,0
5813079174,KCab-m,0
5813079489,KCg-m,0
5813080254,KCab-m,0
5813080343,KCab-m,0
5813080766,KCg-m,0
5813081174,KCg-m,0
5813081175,KCg-d,0
5813081176,KCg-d,0
5813081511,KCab-c,0
5813081797,KCab-s,0
5813082175,PAM12,1
5813082811,KCab-s,0
5813082847,KCab-c,0
5813083651,KCg-d,0
5813083719,KCab-m,0
5813083990,KCg-m,0
5813084505,KCa'b'-ap1,0
5813084692,KCg-m,0
5813085240,KCa'b'-ap2,0
5813086212,KCab-c,0
5813087453,KCab-m,0
5813087798,KCg-m,0
5813087817,PAM12,1
5813087831,KCab-c,0
5813088058,KCab-s,0
5813088767,KCab-s,0
5813089804,KCab-m,0
5813090605,KCab-m,0
5813090861,KCab-m,0
5813090947,PAM06_a,1
5813090997,KCg-d,0
5813091021,KCa'b'-ap1,0
5813091211,KCab-s,0
5813091313,KCab-m,0
5813091420,PAM05,1
5813091744,KCab-p,0
5813091758,PAM06_a,1
5813092931,KCab-p,0
5813093014,KCg-m,0
5813093111,KCa'b'-ap2,0
5813093171,PAM04_a,1
5813093544,KCab-m,0
5813093847,KCg-d,0
5813094364,KCg-m,0
5813094743,KCg-m,0
5813095018,KCa'b'-ap2,0
5813095238,KCab-m,0
5813095472,KCa'b'-m,0
5813095523,KCg-m,0
5813095915,KCg-m,0
5813096260,KCa'b'-ap2,0
5813096281,KCab-c,0
5813096528,KCg-d,0
5813096699,PAM15_a,1
5813098738,KCab-s,0
5813098776,PAM02,1
5813099399,KCg-m,0
5813099783,KCab-m,0
5813100896,PAM12,1
5813101387,KCg-m,0
5813102642,KCg-m,0
5813104095,KCg-m,0
5813104096,KCg-m,0
5813105172,DPM,0
5813106192,KCab-m,0
5813106497,KCab-m,0
5813109913,KCab-s,0
5813109941,PAM07,1
5813110152,KCab-s,0
5813110238,KCab-s,0
5813110459,KCa'b'-ap1,0
5813110639,KCg-m,0
5813110928,KCab-s,0
5813111042,KCa'b'-ap1,0
5813112511,KCa'b'-ap1,0
5813113782,KCab-m,0
5813114253,KCab-m,0
5813114700,KCab-p,0
5813114971,KCab-p,0
5813117385,MBON27,0
5813124740,PAM07,1
5813127030,PAM06_a,1
5813128857,KCab-c,0
581332573,PAM01_a,1
581633934,KCab-s,0
582139830,PAM04_a,1
582148591,PAM10,1
582355376,PAM08_e,1
583175492,PAM04_a,1
5901193485,KCg-m,0
5901196925,KCg-d,0
5901197726,KCg-m,0
5901198074,KCg-m,0
5901202076,KCab-c,0
5901202102,KCg-m,0
5901205545,PAM05,1
5901205770,KCab-s,0
5901207528,KCab-c,0
5901225361,KCg-m,0
599674785,KCab-m,0
600011602,KCab-m,0
600356751,KCg-m,0
600365719,KCab-p,0
600667501,KCab-s,0
600684832,KCg-m,0
600693904,KCg-m,0
600702348,KCg-m,0
600702483,KCg-m,0
601047826,KCg-m,0
601047827,KCg-m,0
601047853,KCg-m,0
601319398,KCab-m,0
601388689,KCg-d,0
601712754,KCg-m,0
601725569,KCg-d,0
602118253,KCg-m,0
602459169,KCg-m,0
602459213,KCg-m,0
602459682,KCg-m,0
602808843,KCa'b'-ap2,0
602809029,KCg-m,0
603422422,KCab-s,0
610618198,KCa'b'-m,0
610968248,KCa'b'-m,0
611300533,KCa'b'-m,0
611304789,KCab-s,0
611305085,KCa'b'-m,0
611309194,KCab-m,0
611646050,KCab-p,0
611646132,KCab-s,0
611646147,KCab-p,0
611974080,KCa'b'-ap1,0
612323667,KCa'b'-m,0
612371421,MBON01,0
612422902,MBON25,0
612440702,PAM01_b,1
612638791,PAM04_a,1
612668833,KCab-s,0
612669205,KCab-s,0
612738462,MBON03,0
612742248,MBON25,0
613079053,MBON04,0
613398716,PAM01_b,1
613719036,MBON10,0
613835634,PAM01_b,1
613847777,PAM01_a,1
630373425,KCab-c,0
630373497,KCab-s,0
630377642,KCab-m,0
630381662,KCab-m,0
630381893,KCg-m,0
630722830,KCab-s,0
630722941,KCg-m,0
630727056,KCg-m,0
630731599,KCg-t,0
630748479,KCa'b'-ap1,0
631051012,KCab-s,0
631051057,KCg-m,0
631055506,KCg-m,0
631059587,KCab-s,0
631064055,KCg-m,0
631396256,KCg-m,0
631396453,KCab-m,0
631396532,KCg-m,0
631400190,KCg-m,0
631400288,KCg-d,0
631400598,KCg-m,0
631400622,KCg-m,0
631400693,KCg-m,0
631422121,KCg-m,0
631422224,KCg-m,0
631733127,KCg-m,0
631737164,KCg-m,0
631737380,KCg-m,0
631741308,KCg-d,0
631741483,KCg-m,0
632013356,KCab-m,0
632048075,KCg-m,0
632069728,KCg-m,0
632069757,KCg-m,0
632069851,KCg-m,0
632082635,KCg-m,0
632086737,KCg-d,0
632091116,KCg-d,0
632397510,KCg-m,0
632397750,KCg-m,0
632397780,KCg-m,0
632397786,KCg-m,0
632397798,KCg-m,0
632402333,KCg-m,0
632734572,KCg-m,0
632764978,KCg-d,0
632808044,KCg-m,0
633144545,KCg-m,0
633148704,KCg-m,0
633148716,KCg-m,0
633148859,KCg-m,0
633149039,KCg-m,0
633149202,KCg-m,0
633498748,KCg-m,0
641653381,KCa'b'-m,0
642335523,KCab-p,0
642335553,KCa'b'-m,0
642516892,PPL105,1
642664141,MBON15,0
642680823,KCab-s,0
642680826,KCab-p,0
642680853,KCab-m,0
642680881,KCab-m,0
642680969,KCab-p,0
642681035,KCab-m,0
642689607,KCab-m,0
642732835,MBON32,0
643142863,PAM01_a,1
643362770,KCab-s,0
643363111,KCab-s,0
643501489,PAM02,1
643523134,PAM05,1
643535876,PAM10,1
643703819,KCab-s,0
644417074,PAM06_b,1
644870768,PAM01_a,1
644896959,PAM09,1
645090294,PAM04_a,1
645224664,PAM01_a,1
660730340,KCab-c,0
661076014,KCab-c,0
661080007,KCa'b'-m,0
661084049,KCg-m,0
661395129,KCg-m,0
661399477,KCg-m,0
661407917,KCa'b'-m,0
661408056,KCg-m,0
661408094,KCab-m,0
661421129,KCg-m,0
661430106,KCg-m,0
661430179,KCg-m,0
661740651,KCg-m,0
661757811,KCg-m,0
661766416,KCg-m,0
662081640,KCg-m,0
662081902,KCg-m,0
662085486,KCg-m,0
662094168,KCg-m,0
662103124,KCab-c,0
662107551,KCg-m,0
662107593,KCg-m,0
662409505,KCa'b'-m,0
662409582,KCa'b'-ap2,0
662414157,KCab-c,0
662418320,KCg-m,0
662452625,KCg-m,0
662461539,KCg-m,0
662728826,KCab-m,0
662754991,KCg-m,0
662763626,KCg-m,0
662763904,KCg-m,0
662767770,KCg-m,0
662772373,KCab-m,0
662772393,KCg-m,0
662789529,KCab-s,0
662802782,KCg-m,0
662806818,KCg-m,0
663091787,KCg-m,0
663130304,KCg-d,0
663134970,KCg-m,0
663493162,KCg-m,0
663834152,KCg-m,0
664141134,KCg-m,0
664184060,KCg-m,0
664187932,KCg-m,0
664188056,KCg-m,0
664188083,KCg-m,0
664188108,KCg-m,0
664188129,KCg-m,0
664188211,KCg-m,0
664511977,KCg-d,0
672352543,MBON10,0
673029543,KCa'b'-m,0
673366098,MBON16,0
673366263,KCa'b'-ap2,0
673370525,KCa'b'-m,0
673509195,MBON01,0
673702721,MBON15,0
673715784,KCab-m,0
674056647,KCab-m,0
674056882,KCab-m,0
674393414,KCa'b'-ap2,0
674398014,KCab-m,0
674519060,PAM01_a,1
674738872,KCa'b'-ap2,0
675451588,PAM14,1
675468771,PAM13,1
675602461,PAM09,1
675763039,PAM06_a,1
676263239,PAM01_a,1
676612729,PAM04_a,1
676616719,PAM04_a,1
691760950,KCab-m,0
692093440,KCg-m,0
692110379,KCab-s,0
692119287,KCg-m,0
692430198,KCg-m,0
692434135,KCg-m,0
692792746,KCab-c,0
692810011,KCg-m,0
692818786,KCg-m,0
692818802,KCg-m,0
693099031,KCg-m,0
693099064,KCab-m,0
693099102,KCg-m,0
693116396,KCab-c,0
693133603,KCg-m,0
693159855,KCab-s,0
693448777,KCab-c,0
693453332,KCab-c,0
693500431,KCg-m,0
693500652,KCg-m,0
693785371,KCg-m,0
693785633,KCab-m,0
693837780,KCg-m,0
693841887,KCg-m,0
693841929,KCab-s,0
693846112,KCg-m,0
694524222,KCg-m,0
704409534,KCab-p,0
704409742,KCab-s,0
704466265,MBON12,0
704742082,KCa'b'-m,0
704746449,KCab-p,0
704746457,KCab-p,0
704750475,KCab-s,0
704750665,KCab-m,0
704750673,KCab-m,0
704750742,KCab-s,0
704750766,KCab-m,0
704750842,KCab-m,0
704759205,KCa'b'-ap2,0
705082892,KCa'b'-m,0
705091521,KCab-m,0
705091769,KCab-c,0
705091939,KCab-c,0
705432638,KCab-s,0
705432922,KCab-m,0
705774051,KCab-s,0
706819341,PAM13,1
707647321,PAM04_a,1
707660374,PAM04_a,1
722450065,KCg-m,0
722463321,KCg-d,0
722467632,KCg-m,0
722467714,KCg-d,0
722471778,KCg-m,0
722471825,KCg-d,0
722821616,KCg-m,0
723153828,KCg-m,0
723158245,KCg-m,0
723167312,KCg-m,0
723495119,KCg-m,0
723508068,KCa'b'-ap1,0
723508086,KCg-d,0
723508095,KCg-d,0
723508162,KCg-m,0
723848801,KCg-m,0
723849351,KCg-m,0
723853340,KCab-s,0
724134138,KCab-m,0
724142845,KCg-m,0
724522447,KCg-m,0
724531411,KCg-m,0
724867606,KCg-m,0
724867917,KCg-m,0
724876683,KCg-m,0
724885340,KCg-m,0
725174424,KCab-m,0
725200110,KCg-m,0
725217343,KCg-m,0
733036127,MBON07,0
735112319,PAM14,1
735134301,PAM08_c,1
735282133,PAM09,1
735600320,PAM06_a,1
735785459,KCab-m,0
735785541,KCab-s,0
735785583,KCab-s,0
735785639,KCab-c,0
735785741,KCab-s,0
735790008,KCab-s,0
736117977,KCa'b'-m,0
736122569,KCab-m,0
736126563,KCab-c,0
736126644,KCab-c,0
736126668,KCab-c,0
736126717,KCab-c,0
736126732,KCab-m,0
736126746,KCab-m,0
736463614,KCab-m,0
736467526,KCab-m,0
736467640,KCab-m,0
736808522,KCa'b'-ap2,0
736808904,KCab-s,0
736813212,KCab-s,0
737149820,KCa'b'-ap2,0
737149964,KCa'b'-ap1,0
737150041,KCa'b'-ap2,0
737167616,PAM02,1
737491062,KCa'b'-ap1,0
753489735,KCab-c,0
753489892,KCab-c,0
753489951,KCab-c,0
753506746,KCg-d,0
753839564,KCg-m,0
753847960,KCg-m,0
753852265,KCab-c,0
753852396,KCab-c,0
753852432,KCg-m,0
754163207,KCab-c,0
754184667,KCab-s,0
754188911,KCg-m,0
754188980,KCg-m,0
754197850,KCab-s,0
754202022,KCg-m,0
754206396,KCg-m,0
754473844,KCg-d,0
754525744,KCa'b'-ap2,0
754538763,KCab-c,0
754547386,KCg-m,0
754870859,KCg-m,0
754879354,KCab-c,0
